year,wareki,month,day,text,forTransText,english,ov150words
1926,昭和1,9,15,立憲政友会福井支部総会，政府攻撃の宣言および決議を可決〔大阪朝日新聞〕.,立憲政友会福井支部総会，政府攻撃の宣言および決議を可決,General meeting of the Fukui Branch of the Rikken Seiyukai passes a declaration and resolution attacking the government.,1
1926,昭和1,9,21,丸岡町の作曲家今川節が，北原白秋作詞『ペチカ』を作曲〔ペチカは燃える〕.,丸岡町の作曲家今川節が，北原白秋作詞『ペチカ』を作曲,"Imagawa Setsu, a composer from Maruoka Town, composed ""Petyka"" with lyrics by Kitahara Hakushu.",1
1926,昭和1,10,1,全国廃娼同志大会へ福井県から日本メソヂスト教会の牧師宮之原信次郎らが参加〔福井新聞〕.,全国廃娼同志大会へ福井県から日本メソヂスト教会の牧師宮之原信次郎らが参加,"Shinjiro Miyanohara, pastor of the Japan Methodist Church, and others from Fukui Prefecture participate in the National Conference of Friends of Abolished Prostitution.",2
1926,昭和1,10,1,今立郡粟田部村で町制実施，粟田部町となる〔県告示第330号〕.,今立郡粟田部村で町制実施，粟田部町となる,"Awatabe-mura, Imadate-gun, adopts the town system and becomes Awatabe-cho.",1
1926,昭和1,10,16,堀田清治「大樹のある風景」，第7回帝展入選〔土岡秀太郎と北荘・北美と現代美術〕.,堀田清治「大樹のある風景」，第7回帝展入選,"Seiji Hotta's ""Landscape with Big Trees"" is selected for the 7th Teiten Exhibition.",1
1926,昭和1,10,20,日本農民組合福井県連合会(日農県連)が創立〔日本労働年鑑〕.,日本農民組合福井県連合会(日農県連)が創立,Fukui Prefectural Federation of Japan Farmers' Unions (Nichinon Kenren) established.,1
1926,昭和1,10,25,日本海港湾共栄会設立〔敦賀町(市)役場文書〕.,日本海港湾共栄会設立,Nihon Kai Port Kyoeikai established.,1
1926,昭和1,11,1,京都電灯福井支社が，機業家の要望に応え動力料金(従量)を値下げ(12.1定額料金を値下げ)〔京都電灯株式会社五十年史〕.,京都電灯福井支社が，機業家の要望に応え動力料金(従量)を値下げ(12.1定額料金を値下げ),"Kyoto Electric Light Co., Fukui Branch lowered its power rates (metered rates) in response to requests from industrialists (fixed rates lowered on December 1).",2
1926,昭和1,11,23,福井市連合青年団，同市青年会を解散し発団式〔大阪朝日新聞〕.,福井市連合青年団，同市青年会を解散し発団式,Fukui City United Youth League dissolves the Fukui City Youth Association and holds a launching ceremony.,1
1926,昭和1,11,,坂本清らキリスト教関係者，通常県会に「娼妓稼及貸座敷営業の制限に関する請願」を提出〔福井新聞〕.,坂本清らキリスト教関係者，通常県会に「娼妓稼及貸座敷営業の制限に関する請願」を提出,Kiyoshi Sakamoto and other Christians submitted a petition to the prefectural assembly concerning restrictions on prostitutes and brothels.,1
1926,昭和1,12,13,福井電気鉄道株式会社，福井市郊外環状電気鉄道の敷設を県に出願(1927.11.16却下)〔運輸省移管文書〕.,福井電気鉄道株式会社，福井市郊外環状電気鉄道の敷設を県に出願(1927.11.16却下),"Fukui Electric Railway Co., Ltd. filed an application with the prefectural government for the construction of a circular electric railroad in the suburbs of Fukui City (rejected on November 16, 1927).",2
1926,昭和1,12,25,大正天皇死去，昭和と改元.,大正天皇死去，昭和と改元.,Emperor Taisho dies and the new year is called Showa.,1
1926,昭和1,12,,上旬，岩野平三郎，早稲田大学図書館壁画用の巨大紙(岡大紙)を完成〔和紙と日本画展―岩野平三郎と近代日本画の巨匠たち〕.,上旬，岩野平三郎，早稲田大学図書館壁画用の巨大紙(岡大紙)を完成,"In early 1928, Heizaburo Iwano completed a huge sheet of paper (Okadaishi) for a mural painting in the Waseda University Library.",1
1926,昭和1,12,,年末，福井県自動車運転手会結成〔福井新聞〕.,年末，福井県自動車運転手会結成,"At the end of the year, the Fukui Prefecture Automobile Drivers' Association is formed.",1
1926,昭和1,,,この年夏ごろ，遠敷郡の被差別地区の薬剤師が組合立小浜病院を解雇され，福井県水平社が糾弾闘争を行う〔水平新聞〕.,この年夏ごろ，遠敷郡の被差別地区の薬剤師が組合立小浜病院を解雇され，福井県水平社が糾弾闘争を行う,"Around the summer of the same year, a pharmacist from the discriminated area of Tohshiki County was dismissed from the unionized Obama Hospital, and the Fukui Prefectural Heisei Shakai (horizontal society) held a denunciation struggle.",2
1927,昭和2,2,12,福井で最深積雪209㎝，1月下旬から2月上旬にかけて大雪(1月敦賀129㎝)〔福井県の気象百年〕.,福井で最深積雪209㎝，1月下旬から2月上旬にかけて大雪(1月敦賀129㎝),"Deepest snowfall in Fukui: 209 cm, heavy snow from late January to early February (129 cm in Tsuruga in January).",1
1927,昭和2,3,15,金融恐慌始まる.,金融恐慌始まる.,The financial panic begins.,1
1927,昭和2,4,1,福井市，都市計画法・市街地建築物法の指定をうける〔福井県庁文書〕.,福井市，都市計画法・市街地建築物法の指定をうける,Fukui City is designated under the City Planning Law and the Urban Building Law.,1
1927,昭和2,4,20,岡田啓介，海軍大臣に就任(～1929.7.2，32.5.26～33.1.9).,岡田啓介，海軍大臣に就任(～1929.7.2，32.5.26～33.1.9).,"Keisuke Okada becomes Minister of the Navy (~Jul. 2, 1929, May 26, 1932-Jan. 9, 1933).",1
1927,昭和2,4,21,大和田銀行本店で取付け騒ぎがおこる〔福井新聞〕.,大和田銀行本店で取付け騒ぎがおこる,A bank robbery occurs at the head office of Owada Bank.,1
1927,昭和2,4,21,粟田部町で火災，罹災戸数250戸，市街地のほぼ過半を焼失〔福井新聞〕.,粟田部町で火災，罹災戸数250戸，市街地のほぼ過半を焼失,"A fire broke out in Awatabe-cho, affecting 250 houses and destroying almost the majority of the urban area.",1
1927,昭和2,4,22,支払猶予令公布施行.,支払猶予令公布施行.,The Deferment of Payment Order is promulgated.,1
1927,昭和2,4,25,グリフィス夫妻，来県(～4.29福井市，敦賀町)〔福井新聞〕.,グリフィス夫妻，来県(～4.29福井市，敦賀町),"Mr. and Mrs. Griffith visit Oita (~Apr. 29, Fukui City, Tsuruga Town).",1
1927,昭和2,4,27,県会議事堂で日米親善人形(青い目の人形)の受渡式〔福井新聞〕.,県会議事堂で日米親善人形(青い目の人形)の受渡式,Receiving ceremony for the Japan-U.S. friendship doll (blue-eyed doll) at the Fukui Prefectural Assembly Hall.,1
1927,昭和2,4,,北陸自動車学校，福井市手寄中町に設立〔福井県警察史〕.,北陸自動車学校，福井市手寄中町に設立,"Hokuriku Jidosha Gakko (Hokuriku Automobile School) is established in Teyori-naka-machi, Fukui City.",1
1927,昭和2,5,1,杉田定一，「憲本合同」に反対し立憲政友会復帰を声明，政友本党を脱退〔広部徳兵衛関係文書〕.,杉田定一，「憲本合同」に反対し立憲政友会復帰を声明，政友本党を脱退,"Sadakazu Sugita announces his intention to return to the Rikken Seiyu-kai (Constitutional Political Friends Association) in opposition to the ""Constitutional Unity"" and withdraws from the main Seiyu-kai party.",2
1927,昭和2,6,1,若狭電気・帝国電灯山陰支社耳川営業所・敦賀電灯，京都電灯に合併〔京都電灯株式会社五十年史〕.,若狭電気・帝国電灯山陰支社耳川営業所・敦賀電灯，京都電灯に合併,"Wakasa Electric, Teikoku Electric Light, Sanin Branch Office Mikawa Office, Tsuruga Electric Light, and Kyoto Electric Light merge into Kyoto Electric Light.",2
1927,昭和2,6,17,福井市内の約60の営業組合が福井商工組合連盟を結成，営業収益税額の再調査を求める〔大阪朝日新聞〕.,福井市内の約60の営業組合が福井商工組合連盟を結成，営業収益税額の再調査を求める,"About 60 business associations in Fukui City formed the Fukui Federation of Commerce and Industry, calling for a reexamination of the amount of taxes on business profits.",2
1927,昭和2,6,18,日本農民組合福井県連合会の第1回大会，武生町大勝座で開催〔法政大学大原社会問題研究所文書〕.,日本農民組合福井県連合会の第1回大会，武生町大勝座で開催,"The first convention of the Fukui Prefectural Federation of Japan Farmers' Unions was held at Daishoza, Takefu-cho.",1
1927,昭和2,6,19,労働農民党福井県連合会，武生町で発会式〔北陸タイムス〕.,労働農民党福井県連合会，武生町で発会式,Fukui Prefectural Federation of Labor and Farmers' Party holds inauguration ceremony in Takefu Town.,1
1927,昭和2,6,24,南条郡河野村甲楽城で火災，143戸焼失〔南条郡誌〕.,南条郡河野村甲楽城で火災，143戸焼失,"Fire at Kourakusyo, Kono-mura, Nanjo District, destroys 143 houses.",1
1927,昭和2,6,,坂井郡町村長会，各電気会社に値下げ要望書を提出〔大阪朝日新聞〕.,坂井郡町村長会，各電気会社に値下げ要望書を提出,Sakai-gun Mayors' Association submits a written request for price reductions to various electric power companies.,1
1927,昭和2,7,9,立憲民政党県支部，福井市加賀屋座で発会式〔大阪朝日新聞〕.,立憲民政党県支部，福井市加賀屋座で発会式,"Rikken Minseito Prefectural Branch holds inauguration ceremony in Kagayaza, Fukui City.",1
1927,昭和2,7,20,衆議院議員山本条太郎，南満州鉄道株式会社社長に就任.,衆議院議員山本条太郎，南満州鉄道株式会社社長に就任.,"Jotaro Yamamoto, a member of the House of Representatives, becomes president of South Manchuria Railway Co.",1
1927,昭和2,7,29,福井市内の乗合自動車の運転手約30名，賃上げを要求して同盟罷業〔大阪朝日新聞〕.,福井市内の乗合自動車の運転手約30名，賃上げを要求して同盟罷業,"About 30 drivers of passenger cars in Fukui City strike, demanding higher wages.",1
1927,昭和2,8,8,越前電気，武生町会との値下げ交渉の結果10月1日から平均5分の値下げを発表〔大阪朝日新聞〕.,越前電気，武生町会との値下げ交渉の結果10月1日から平均5分の値下げを発表,Echizen Electric announces an average price cut of 5 minutes from October 1 as a result of negotiations with the Takefu Town Council.,1
1927,昭和2,9,22,普通選挙制による初の県会議員選挙.有権者約12万5000人〔県告示第282号〕.,普通選挙制による初の県会議員選挙.有権者約12万5000人,"First election of prefectural assembly members under the universal suffrage system. About 125,000 voters turn out.",1
1927,昭和2,10,14,池田七郎兵衛，県会議長就任(～1931.9.21)〔福井県議会史〕.,池田七郎兵衛，県会議長就任(～1931.9.21),"Shichirobe Ikeda becomes Chairman of the Prefectural Assembly (~Sep. 21, 1931)",1
1927,昭和2,10,15,水源涵養造林補助規程を定める〔県令第68号〕.,水源涵養造林補助規程を定める,Regulations for subsidizing watershed protection afforestation are established.,1
1927,昭和2,10,15,武生合同運送会社の仲仕が最低賃金の引上げなどを求めて同盟罷業，日農県連支援(～10.16)〔大阪朝日新聞〕.,武生合同運送会社の仲仕が最低賃金の引上げなどを求めて同盟罷業，日農県連支援(～10.16),"Takefu Joint Transport Company middlemen strike out in an alliance demanding higher minimum wages, etc., with the support of the Japan Agricultural Federation (~Oct. 16, 1931).",2
1927,昭和2,10,,森田銀行，石川県の加賀銀行を合併〔福井銀行八十年史〕.,森田銀行，石川県の加賀銀行を合併,Morita Bank merges with Kaga Bank in Ishikawa Prefecture.,1
1927,昭和2,11,3,福井市・敦賀・小浜・大野・勝山・丸岡・三国町のキリスト教関係者，福井県廃娼期成同盟会結成を決議〔福井市史〕.,福井市・敦賀・小浜・大野・勝山・丸岡・三国町のキリスト教関係者，福井県廃娼期成同盟会結成を決議,"Christians in Fukui City, Tsuruga, Obama, Ono, Katsuyama, Maruoka, and Mikuni Town resolve to form the Fukui Prefecture Alliance for the abolition of prostitution.",2
1927,昭和2,11,22,丸岡町の丸和織物職工，同盟罷業(～12.9)〔大阪朝日新聞〕.,丸岡町の丸和織物職工，同盟罷業(～12.9),Maruwa textile workers in Maruoka-cho were dismissed from their jobs (~Dec. 9).,1
1927,昭和2,12,5,自転車税軽減期成同盟会，県会に請願書を提出(12.17否決)〔大阪朝日新聞〕.,自転車税軽減期成同盟会，県会に請願書を提出(12.17否決),Bicycle Tax Reduction League submitted a petition to the prefectural assembly (rejected on Dec. 17).,1
1927,昭和2,12,28,福井信託株式会社，営業を免許される〔福井信託株式会社営業報告書〕.,福井信託株式会社，営業を免許される,"Fukui Trust Co., Ltd. was licensed to operate.",1
1927,昭和2,,,この年福井県スキー協会設立〔福井県体育史〕.,この年福井県スキー協会設立,Fukui Ski Association established.,1
1928,昭和3,1,7,福井で最深積雪118㎝〔福井県の気象百年〕.,福井で最深積雪118㎝,The deepest snowfall in Fukui was 118 cm.,1
1928,昭和3,1,,北日本汽船が，敦賀・清津間直通航路開設〔敦賀商業会議所月報〕.,北日本汽船が，敦賀・清津間直通航路開設,Kitanippon Kisen Kaisha (Kitanippon Kisen) opened a direct service between Tsuruga and Kiyotsu.,1
1928,昭和3,2,20,第16回総選挙(最初の普通選挙)，山本条太郎(立憲政友会)・松井文太郎(実業同志会)・添田敬一郎(立憲民政党)・佐々木久二(立憲政友会)・熊谷五右衛門(立憲民政党)当選〔衆議院議員総選挙一覧〕.,第16回総選挙(最初の普通選挙)，山本条太郎(立憲政友会)・松井文太郎(実業同志会)・添田敬一郎(立憲民政党)・佐々木久二(立憲政友会)・熊谷五右衛門(立憲民政党)当選,"The 16th general election (the first general election), Jotaro Yamamoto (Rikken Seiyuukai), Buntaro Matsui (Jigyo Doryoshikai), Keiichiro Soeda (Rikken Minseito), Kyuji Sasaki (Rikken Seiyuukai), Goemon Kumagai (Rikken Minseito) were elected",2
1928,昭和3,3,19,福井市で市営魚市場新設を求める市民大会が開催される〔大阪朝日新聞〕.,福井市で市営魚市場新設を求める市民大会が開催される,"A citizens' convention was held in Fukui City, demanding the construction of a new municipal fish market.",1
1928,昭和3,3,21,福井県合同労働組合，武生町に設立〔大阪朝日新聞〕.,福井県合同労働組合，武生町に設立,Fukui Prefecture Joint Labor Union established in Takefu Town.,1
1928,昭和3,3,30,鯖江女子師範学校，今立郡舟津村に設立〔県令第25号〕.,鯖江女子師範学校，今立郡舟津村に設立,"Sabae Women's Normal School established in Funatsu-mura, Imadate-gun.",1
1928,昭和3,3,,福井レーヨン商組合設立〔福井県織物同業組合五十年史〕.,福井レーヨン商組合設立,Fukui Rayon Merchant Association established.,1
1928,昭和3,4,1,県立中学校学則・県立高等女学校学則などを改正し，小学校の成績と口頭試問による入学者選抜に変更〔県令第10～15号〕.,県立中学校学則・県立高等女学校学則などを改正し，小学校の成績と口頭試問による入学者選抜に変更,"School regulations for prefectural junior high schools and prefectural senior high schools for girls revised, and selection of students based on elementary school grades and oral examinations.",2
1928,昭和3,5,1,福井銀行，嶺南銀行を合併〔福井銀行八十年史〕.,福井銀行，嶺南銀行を合併,Fukui Bank and Reinan Bank merged.,1
1928,昭和3,5,9,福井県織物調査会規程を定める〔県告示第196号〕.,福井県織物調査会規程を定める,Rules of the Fukui Prefecture Textile Research Association established.,1
1928,昭和3,5,15,福井県廃娼期成同盟会，創立総会〔福井市史〕.,福井県廃娼期成同盟会，創立総会,Fukui Prefecture Alliance for the Abolition of Brothels held its inaugural meeting.,1
1928,昭和3,5,25,市村知事愛媛県知事に転任，小浜浄鉱，内務省福利課長より知事就任〔福井県庁文書〕.,市村知事愛媛県知事に転任，小浜浄鉱，内務省福利課長より知事就任,Governor Ichimura transferred to governor of Ehime Prefecture; appointed governor of Obama Mining and Welfare Division of the Ministry of Home Affairs,2
1928,昭和3,5,27,福井県臨時教育調査会規程を定める〔県告示第228号〕.,福井県臨時教育調査会規程を定める,Establishment of Fukui Prefecture Provisional Education Investigation Committee Regulations.,1
1928,昭和3,6,28,「気比の松原」，国名勝に指定〔福井県の指定文化財目録〕.,「気比の松原」，国名勝に指定,"Kebi no Matsubara"" designated as a national scenic beauty spot.",1
1928,昭和3,7,1,全国農民組合福井県連合会(全農県連)，第1回執行委員会を開催〔法政大学大原社会問題研究所文書〕.,全国農民組合福井県連合会(全農県連)，第1回執行委員会を開催,Fukui Prefectural Federation of National Farmers' Unions holds the first executive committee meeting.,1
1928,昭和3,7,3,社会民衆党敦賀支部，敦賀町敦賀座で発会式〔大阪朝日新聞〕.,社会民衆党敦賀支部，敦賀町敦賀座で発会式,"Tsuruga Branch of the Socialist People's Party holds its inauguration ceremony at Tsuruga-za, Tsuruga Town.",1
1928,昭和3,7,6,福井駅前の旧県庁跡地に，県下初の百貨店「だるま屋」開設〔だるま屋百貨店主坪川信一の偉業〕.,福井駅前の旧県庁跡地に，県下初の百貨店「だるま屋」開設,"The first department store in the prefecture, Darumaya, opens on the site of the former prefectural office in front of Fukui Station.",1
1928,昭和3,7,9,福井市・武生町・敦賀町に方面委員設置〔県告示第285・286号〕.,福井市・武生町・敦賀町に方面委員設置,"District committee members are established in Fukui City, Takefu Town, and Tsuruga Town.",1
1928,昭和3,8,17,法順寺「十一面観音立像」，長楽寺「阿弥陀如来坐像」「多聞天立像」，国宝に指定(現重文)〔福井県の指定文化財目録〕.,法順寺「十一面観音立像」，長楽寺「阿弥陀如来坐像」「多聞天立像」，国宝に指定(現重文),"Hoshunji Temple's ""Standing Eleven-Faced Kannon"" and Chorakuji Temple's ""Seated Amida Nyorai"" and ""Standing Tamonten"" designated as National Treasures (now Important Cultural Property).",2
1928,昭和3,8,27,第九十一銀行，十二銀行(富山)に買収される〔福井銀行八十年史〕.,第九十一銀行，十二銀行(富山)に買収される,The 91st Bank is acquired by the Twelfth Bank (Toyama).,1
1928,昭和3,10,28,小浜小学校の読方授業研究会に芦田恵之助が招かれる〔福井新聞〕.,小浜小学校の読方授業研究会に芦田恵之助が招かれる,Keinosuke Ashida is invited to a reading class study group at Obama Elementary School.,1
1928,昭和3,10,,森田銀行，勝山野村銀行を合併〔福井銀行八十年史〕.,森田銀行，勝山野村銀行を合併,Morita Bank merges with Katsuyama Nomura Bank.,1
1928,昭和3,10,,県下の月あたりの人絹糸消費量が，生糸消費量を上まわる〔大正昭和福井県史〕.,県下の月あたりの人絹糸消費量が，生糸消費量を上まわる,Monthly consumption of silk yarn in the prefecture exceeds that of raw silk.,1
1928,昭和3,12,1,敦賀銀行と二十五銀行が合併，敦賀町に敦賀二十五銀行を設立〔福井銀行八十年史〕.,敦賀銀行と二十五銀行が合併，敦賀町に敦賀二十五銀行を設立,Tsuruga Bank and 25 Bank merge and establish Tsuruga 25 Bank in Tsuruga Town.,1
1928,昭和3,12,17,県会，青木清左衛門ら発議による公娼制度廃止に関する意見書を可決〔通常県会会議録〕.,県会，青木清左衛門ら発議による公娼制度廃止に関する意見書を可決,"The Prefectural Assembly, on the initiative of Aoki Seizaemon and others, passes a resolution to abolish the public prostitution system.",1
1928,昭和3,12,26,小浜町に水産組合小浜共同販売所設置〔福井県水産界史〕.,小浜町に水産組合小浜共同販売所設置,Obama Fisheries Cooperative Obama Joint Sales Office established in Obama Town.,1
1928,昭和3,12,30,三国芦原電気鉄道福井口・芦原間開通〔大阪朝日新聞〕.,三国芦原電気鉄道福井口・芦原間開通,Mikuni Ashihara Electric Railway opens between Fukuiguchi and Ashihara.,1
1928,昭和3,,,この年県水産試験場指導船福井丸，ソ連領沿海州沖合の漁業調査を行う〔底曳網漁業制度沿革史〕.／県卓球協会設立〔福井県体育史〕.,この年県水産試験場指導船福井丸，ソ連領沿海州沖合の漁業調査を行う,"In this year, the Fukui Maru, a guidance ship of the Prefectural Fisheries Experiment Station, conducted fisheries research off the coast of the Soviet Union's Primorsky Territory.",2
1929,昭和4,1,20,短歌誌『柊』創刊.,短歌誌『柊』創刊.,"The tanka magazine ""Hiiragi"" was first published.",1
1929,昭和4,1,21,米価調節をもとめる県下農民大会が，福井市東別院で開催〔福井新聞〕.,米価調節をもとめる県下農民大会が，福井市東別院で開催,Prefectural farmers' convention to demand an adjustment in the price of rice is held at Higashi Betsuin in Fukui City.,1
1929,昭和4,1,31,三国芦原電気鉄道，芦原・三国間開通〔大阪朝日新聞〕.,三国芦原電気鉄道，芦原・三国間開通,Mikuni Ashihara Electric Railway opened between Ashihara and Mikuni.,1
1929,昭和4,1,,福井県輸出綿布同盟会，福井県輸出人絹綿布同盟会と改称〔福井県繊維産業史〕.,福井県輸出綿布同盟会，福井県輸出人絹綿布同盟会と改称,Fukui Prefecture Export Cotton Cloth League renamed Fukui Prefecture Export Silk Cotton Cloth League.,1
1929,昭和4,2,15,「グレート敦賀」建設をめざす敦賀実業倶楽部，発会式〔大阪朝日新聞〕.,「グレート敦賀」建設をめざす敦賀実業倶楽部，発会式,"Tsuruga Business Club, aiming to build the ""Great Tsuruga"", inaugurated.",1
1929,昭和4,3,1,敦賀商工会議所，電灯料金問題協議会を開催〔敦賀商工会議所月報〕.,敦賀商工会議所，電灯料金問題協議会を開催,Tsuruga Chamber of Commerce and Industry holds meeting to discuss electric light rates.,1
1929,昭和4,3,23,杉田定一死去〔福井新聞〕.,杉田定一死去,Sadakazu Sugita passes away.,1
1929,昭和4,4,1,鯖浦電鉄，北陸線鯖江駅に接続〔大阪朝日新聞〕.,鯖浦電鉄，北陸線鯖江駅に接続,Sabaura Electric Railway connects with Sabae Station on the Hokuriku Line.,1
1929,昭和4,4,1,盲学校・聾唖学校，県立に移管〔県告示第156号〕.,盲学校・聾唖学校，県立に移管,Schools for the blind and deaf are transferred to the prefectural government.,1
1929,昭和4,4,1,京都電灯若狭支店，管内電灯料の値下げを実施〔京都電灯株式会社五十年史〕.,京都電灯若狭支店，管内電灯料の値下げを実施,Kyoto Electric Light Wakasa Branch lowers rates for electric lights in its service area.,1
1929,昭和4,4,16,未明，全農県連事務所が強制捜査(4.16事件)〔法政大学大原社会問題研究所文書〕.,未明，全農県連事務所が強制捜査(4.16事件),"In the early hours of the morning, the office of the Zen-Noh Prefectural Federation of Agricultural Cooperatives is under investigation (4.16 Incident).",2
1929,昭和4,7,1,敦賀二十五銀行，本郷銀行を合併〔福井銀行八十年史〕.,敦賀二十五銀行，本郷銀行を合併,Tsuruga 25 Bank merges with Hongo Bank.,1
1929,昭和4,7,13,県教員互助協会，福井師範学校で創立総会〔大阪朝日新聞〕.,県教員互助協会，福井師範学校で創立総会,The Fukui Prefectural Teachers' Mutual Aid Association holds its inaugural meeting at Fukui Normal School.,1
1929,昭和4,7,14,武生町に公開運動場開設〔福井新聞〕.,武生町に公開運動場開設,An open playground is opened in Takefu Town.,1
1929,昭和4,7,24,越前電気，今立郡下池田村白粟に白粟水力発電所(出力500kw)を設置〔福井県庁文書〕.,越前電気，今立郡下池田村白粟に白粟水力発電所(出力500kw)を設置,"Echizen Electric installs the Shirawa Hydroelectric Power Plant (output: 500kw) in Shirawa, Shimoikeda-mura, Imadate-gun.",1
1929,昭和4,8,13,永平寺鉄道，金津・新丸岡間開通〔大阪朝日新聞〕.,永平寺鉄道，金津・新丸岡間開通,Eiheiji Railway opens between Kanazu and Shin-Maruoka.,1
1929,昭和4,9,1,福井県公私経済緊縮委員会会則を定める〔県告示第347号〕.,福井県公私経済緊縮委員会会則を定める,Rules of the Fukui Prefecture Public-Private Economic Austerity Committee established.,1
1929,昭和4,9,21,越前電気鉄道，北陸線福井駅に接続(10.1三国芦原電鉄)〔大阪朝日新聞〕.,越前電気鉄道，北陸線福井駅に接続(10.1三国芦原電鉄),Echizen Electric Railway connects Fukui Station on Hokuriku Line (10.1 Mikuni Ashihara Electric Railway),1
1929,昭和4,9,24,県下の教化事業団体を組織する「福井県教化事業連盟」が発会〔福井県公私経済緊縮施設概要〕.,県下の教化事業団体を組織する「福井県教化事業連盟」が発会,"Fukui Prefecture Teaching and Educational Association"" was established to organize teaching and educational organizations in Fukui Prefecture.",1
1929,昭和4,10,24,ニューヨーク株式市場大暴落，世界大恐慌が始まる.,ニューヨーク株式市場大暴落，世界大恐慌が始まる.,The New York stock market crashed and the Great Depression began.,1
1929,昭和4,11,14,福井市で借家借地人同盟会組織(11.17武生町)〔大阪朝日新聞〕.,福井市で借家借地人同盟会組織(11.17武生町),Fukui City organizes the Fukui City Tenant and Leasehold Association (11.17 Takefu Town).,1
1929,昭和4,11,20,北陸線福井駅東口ができる〔福井新聞〕.,北陸線福井駅東口ができる,The east exit of Fukui Station on the Hokuriku Line is completed.,1
1929,昭和4,11,26,福井都市計画区域(福井市，足羽郡木田村・和田村・東安居村の一部，吉田郡円山東村・円山西村・西藤島村の一部)が，内務大臣の認可をうける〔公文雑纂〕.,福井都市計画区域(福井市，足羽郡木田村・和田村・東安居村の一部，吉田郡円山東村・円山西村・西藤島村の一部)が，内務大臣の認可をうける,"Fukui City Urban Planning Area (Fukui City, parts of Kida, Wada, and Higashi Yasui villages in Asuwa County, and parts of Enzan Higashi, Enzan Nishi, and Nishi Fujishima villages in Yoshida County) received approval from the Minister of the Interior.",2
1929,昭和4,12,1,京都電灯敦賀支店，管内電灯料金の値下げを実施(動力料金は1930.1.1)〔京都電灯株式会社五十年史〕.,京都電灯敦賀支店，管内電灯料金の値下げを実施(動力料金は1930.1.1),"Kyoto Electric Power Co. Tsuruga Branch lowers rates for electric lights in its service area (power rates are lowered on Jan. 1, 1930).",1
1929,昭和4,12,9,熊川・悠久・三宅銀行の3行が合併し，若州銀行設立〔福井銀行八十年史〕.,熊川・悠久・三宅銀行の3行が合併し，若州銀行設立,"Kumagawa, Yukyu, and Miyake banks merge to form Wakashu Bank.",1
1929,昭和4,12,10,永平寺鉄道，新丸岡・永平寺間開通〔大阪朝日新聞〕.,永平寺鉄道，新丸岡・永平寺間開通,Eiheiji Railway opens between Shin-Maruoka and Eiheiji.,1
1929,昭和4,12,17,滝谷寺「庭園」，国名勝に指定〔福井県の指定文化財目録〕.,滝谷寺「庭園」，国名勝に指定,"Takiya Temple ""Garden"" is designated as a national place of scenic beauty.",1
1930,昭和5,1,11,大蔵省，金解禁に関する省令を施行(金本位制に復帰).,大蔵省，金解禁に関する省令を施行(金本位制に復帰).,The Ministry of Finance enacts an ordinance lifting the gold ban (restoration of the gold standard).,1
1930,昭和5,1,21,ロンドン海軍軍縮会議が始まる.,ロンドン海軍軍縮会議が始まる.,The London Conference on Naval Disarmament begins.,1
1930,昭和5,2,9,若狭漆器同業組合，遠敷郡雲浜村に設置認可〔重要物産同業組合一覧〕.,若狭漆器同業組合，遠敷郡雲浜村に設置認可,"Wakasa Lacquer Ware Manufacturers Association is established in Kumohama Village, Toshiki-gun.",1
1930,昭和5,2,11,吉田郡松岡村で町制実施，松岡町となる〔県告示第47号〕.,吉田郡松岡村で町制実施，松岡町となる,Matsuoka-mura in Yoshida-gun is renamed Matsuoka-cho.,1
1930,昭和5,2,20,第17回衆議院議員総選挙，猪野毛利栄(立憲政友会)・三田村甚三郎(立憲民政党)・添田敬一郎(立憲民政党)・山本条太郎(立憲政友会)・松井文太郎(立憲民政党)当選〔衆議院議員選挙結果〕.,第17回衆議院議員総選挙，猪野毛利栄(立憲政友会)・三田村甚三郎(立憲民政党)・添田敬一郎(立憲民政党)・山本条太郎(立憲政友会)・松井文太郎(立憲民政党)当選,"The 17th General Election of the House of Representatives, Ino Mouri Sakae (Rikken Seiyuukai), Jinzaburo Mitamura (Rikken Minseito), Keiichiro Soeda (Rikken Minseito), Jotaro Yamamoto (Rikken Seiyuukai), and Fumitaro Matsui (Rikken Minseito) were elected.",2
1930,昭和5,3,23,福井市軍縮問題大会，強硬主張を決議〔大阪朝日新聞〕.,福井市軍縮問題大会，強硬主張を決議,Fukui City Conference on the Issue of Disarmament Resolves to Strongly Advocate Disarmament,1
1930,昭和5,4,15,福井県労働同志会第6回大会開催，メーデー開催を決議〔福井新聞〕.,福井県労働同志会第6回大会開催，メーデー開催を決議,The 6th convention of the Fukui Prefecture Labor Doyoshikai held; resolution passed to hold May Day.,1
1930,昭和5,5,1,丸岡軽便鉄道，上新庄・本丸岡間電化〔大阪朝日新聞〕.,丸岡軽便鉄道，上新庄・本丸岡間電化,Maruoka Light Railroad electrified between Kamishinjo and Honmaruoka.,1
1930,昭和5,5,1,初の家屋税調査委員選挙〔大阪朝日新聞〕.,初の家屋税調査委員選挙,First house tax commissioner election.,1
1930,昭和5,5,23,藤島神社「太刀」，国宝に指定(現重文)〔福井県の指定文化財目録〕.,藤島神社「太刀」，国宝に指定(現重文),"Sword"" at Fujishima Shrine designated a National Treasure (now a National Important Cultural Property).",1
